"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"1160","AAZAD BHOOMI","35228","05-08-1980","HINDI","Weekly","MAHENDRA KUMAR TIWARI","MAHENDRA KUMAR TIWARI","Madhya Pradesh","Jhabua"
"1161","AAZAD BOL","MPHIN/2020/79860","09-06-2021","Hindi","Monthly","SAMEER KHAN","SAMEER KHAN","Madhya Pradesh","Indore"
"1162","AAZAD HINDUSTAN","DELURD/2010/36210","15-03-2011","Urdu","Daily","MOHD. SAJID RASHIDI","MOHD. SAJID RASHIDI","Delhi","New Delhi"
"1163","AAZAD KALAM","GUJGUJ/2022/83095","13-01-2023","Gujarati","Fortnightly","KRIPASHANKAR HARIRAM VERMA","KRIPASHANKAR HARIRAM VERMA","Gujarat","Ahmedabad"
"1164","AAZAD KALAM","GJGUJ/25/A1116","06-06-2025","Gujarati","Daily","KRIPASHANKAR HARIRAM VERMA","KRIPASHANKAR HARIRAM VERMA","Gujarat","Ahmedabad"
"1165","AAZAD LEHAR","PUNPUN/2020/79462","17-02-2021","Punjabi","Weekly","KAPIL KUMAR","KAPIL KUMAR","Punjab","Fatehgarh Sahib"
"1166","AAZAD PATRAKAR","UPHIN/2013/52546","10-10-2013","Hindi","Weekly","MUKESH BEDI","MUKESH BEDI","Uttar Pradesh","Bareilly"
"1167","AAZAD PRADESH","MPHIN/2023/89003","25-09-2024","HINDI","Daily","RAHEESH KHAN","RAHEESH KHAN","Madhya Pradesh","Gwalior"
"1168","AAZAD PRAHARI TIMES","MAHHIN/2007/21365","12-10-2007","Hindi","Weekly","MEHBOOB S. FAROOQUI","MEHBOOB S. FAROOQUI","Maharashtra","Mumbai"
"1169","AAZAD RASHTRA","MPHIN/2009/32476","03-06-2010","Hindi","Monthly","BAIKUNTH PRASAD MISHRA","BAIKUNTH PRASAD MISHRA","Madhya Pradesh","Rewa"
"1170","AAZAD SATTA","MAHHIN/2013/51434","14-08-2013","Hindi","Weekly","ARVIND BRAHMADEV TIWARI","ANIL B. TIWARI","Maharashtra","Mumbai"
"1171","AAZAD SEHAR","UPHIN/2009/28073","24-06-2009","Hindi","Weekly","SATYA PRAKASH AZAD","SATYA PRAKASH AZAD","Uttar Pradesh","Fatehpur"
"1172","AAZAD SEHAR","UPHIN/2015/67870","15-07-2016","Hindi","Daily","SATYA PRAKASH AZAD","SATYA PRAKASH AZAD","Uttar Pradesh","Fatehpur"
"1173","AAZADI BACHAV","MAHHIN/2004/14219","29-03-2005","Hindi","Weekly","A.AZIZ MAHBOB PATEL","A.AZIZ MAHBOB PATEL","Maharashtra","Solapur"
"1174","AAZADI NO AWAZ","GUJGUJ/2015/66928","09-05-2016","Gujarati","Weekly","BHUPENDRABHAI HARGOVANDAS PATEL","BHUPENDRABHAI HARGOVANDAS PATEL","Gujarat","Ahmedabad"
"1175","AB BAT HOGI DO TOOK","UPHIN/2015/72413","22-06-2017","Hindi","Daily","PANKAJ AGARWAL","PANKAJ AGARWAL","Uttar Pradesh","Bareilly"
"1176","AB DIKHEGA KHABAR","JHBIL/26/A4622","04-06-2026","English, Hindi","Monthly","SHAMSHER ALAM","SHAMSHER ALAM","Jharkhand","Bokaro"
"1177","AB TAK","MAHENG/2004/16877","13-07-2006","English","Weekly","SHAIKH HABEEB PASHA GULAM RASOOL","SHAIKH HABEEB PASHA GULAM RASOOL","Maharashtra","Chhatrapati Sambhaji Nagar"
"1178","AB TAK EXPRESS","MPHIN/2009/29440","10-11-2009","Hindi","Daily","NAVED KHAN","NAVED KHAN","Madhya Pradesh","Bhopal"
"1179","AB TAK EXPRESS","CHHHIN/2011/41112","14-03-2012","Hindi","Daily","NAVED KHAN","NAVED KHAN","Chhattisgarh","Raipur"
"1180","AB TAK EXPRESS","MPHIN/2017/72851","31-07-2017","Hindi","Daily","NAVED KHAN","NAVED KHAN","Madhya Pradesh","Harda"
"1181","AB TAK KHABAR NAMA","MHURD/25/A0441","24-05-2025","Urdu","Weekly","JABEER SHAH SHAUKAT SHAH","JABEER SHAH SHAUKAT SHAH","Maharashtra","Nashik"
"1182","AB TAK NYAY","UPHIN/26/A2019","27-03-2026","Hindi","Daily","Rajesh Kumar Siddharth","Rajesh Kumar Siddharth","Uttar Pradesh","Sitapur"
"1183","AB TAK NYAY","UPHIN/2010/33103","03-08-2010","Hindi","Weekly","RAJESH KUMAR SIDDARTH","RAJESH KUMAR SIDDHARTH","Uttar Pradesh","Sitapur"
"1184","AB TAK TIMES","HARHIN/2014/65101","04-12-2015","Hindi","Weekly","VIKAS SUKHIJA","VIKAS SUKHIJA","Haryana","Karnal"
"1185","ABADH EXPRESS","UPHIN/2011/44232","23-07-2012","Hindi","Weekly","DILIP KUMAR SRIVASTAVA","DILIP KUMAR SRIVASTAVA","Uttar Pradesh","Ambedkar Nagar"
"1186","ABAGATA","ODIODI/2010/38196","07-07-2011","Oriya","Weekly","PRAVAT KUMAR PANDA","PRAVAT KUMAR PANDA","Odisha","Khordha"
"1187","ABARTANA","ODIODI/2006/17568","01-11-2006","Oriya","Fortnightly","PURNA CHANDRA PATTNAIK","PURNA CHANDRA PATNAIK","Odisha","Khordha"
"1188","Abarto Patrika.","WBBEN/26/A0849","30-01-2026","Bengali","Quarterly","Partha Sarathi Dutta","Partha Sarathi Dutta","West Bengal","Purba Bardhaman"
"1189","ABATAK","GUJGUJ/2008/34329","06-09-2012","Gujarati","Daily","SATISHBHAI SHANTILAL MEHTA","SATISHBHAI SHANTILAL MEHTA","Gujarat","Jamnagar"
"1190","ABC RISE UP AND BUILD","TNBIL/2017/74906","23-02-2018","English, Tamil","Monthly","A. STANLEY JOHNSTONE","ARISE AND BUILD CHRISTIAN FELLOWSHIP","Tamil Nadu","Chennai"
"1191","ABCAHALNAGAR TIMES","MAHHIN/2017/74325","01-01-2018","Hindi","Weekly","PARAMJOT SINGH GURDEEP SINGH FAUJI","PARAMJOT SINGH GURDEEP SINGH FAUJI","Maharashtra","Nanded"
"1192","ABHA","13110","01-01-1959","English, HINDI","Monthly","SHIRIN BOMAN","NATIONAL SPIRITUAL ASSEMBLY OF THE BEHARIS OF INDIA","Madhya Pradesh","Gwalior"
"1193","ABHA AWAZ","MPHIN/2014/61042","31-03-2015","Hindi","Monthly","BINNY JOHN","BINNY JOHN","Madhya Pradesh","Bhopal"
"1194","ABHALMAYA","MAHMAR/2015/65779","22-01-2016","Marathi","Weekly","PRAMOD BALASAHEB CHAUGULE","PRMOD BALASAHEB CHAUGULE","Maharashtra","Sangli"
"1195","ABHALMAYA","MAHMAR/2013/49432","02-05-2013","Marathi","Quarterly","PRAMOD BALASAHEB CHAUGULE","PRAMOD BALASAHEB CHOUGALE","Maharashtra","Sangli"
"1196","ABHARANA SUDDI","KARKAN/2011/37183","13-05-2011","Kannada","Fortnightly","THYAGARAJA","THYAGARAJA","Karnataka","Bengaluru"
"1197","ABHAS LINK","MPHIN/2021/84915","07-06-2023","Hindi","Monthly","SANJAY SONI","SANJAY SONI","Madhya Pradesh","Ujjain"
"1198","ABHAS LINK","MPHIN/2023/90979","19-06-2025","Hindi","Monthly","SANJAY SONI","SANJAY SONI","Madhya Pradesh","Khargone"
"1199","ABHAY","MAHMAR/2021/81108","09-02-2022","Marathi","Weekly","KIRAN DILIP KHILLARE","KIRAN DILIP KHILLARE","Maharashtra","Buldhana"
"1200","ABHAY AWAJ","MPHIN/2021/80648","15-02-2022","Hindi","Weekly","REKHA GOSWAMI","REKHA GOSWAMI","Madhya Pradesh","Ujjain"
"1201","ABHAY BANGA PATRIKA","WBHIN/2009/30825","10-02-2010","Hindi","Daily","JAGDISH  YADAV","ABHAY NEWS & BROADCASTING PVT. LTD.","West Bengal","North 24 Parganas"
"1202","ABHAY BHARAT I","49208","06-04-1987","Hindi","Monthly","SHRI VISHWA NATH","NA","",""
"1203","ABHAY GARJANA","MPHIN/2013/51812","05-09-2013","Hindi","Monthly","SHIV NARAYAN SINGH JADON","SHIV NARAYAN SINGH JADON","Madhya Pradesh","Gwalior"
"1204","ABHAY GARJANA","MPHIN/2023/91118","30-07-2025","Hindi","Quarterly","SHIV NARAYAN SINGH JADON","SHIV NARAYAN SINGH JADON","Madhya Pradesh","Gwalior"
"1205","ABHAY GUJARAT","GUJGUJ/2011/41475","10-04-2012","Gujarati","Fortnightly","BHARAT R. PATEL","BHARAT R. PATEL","Gujarat","Gandhinagar"
"1206","ABHAY INDIA","RAJHIN/2012/45139","17-09-2012","Hindi","Weekly","DEEPIKA BORA","DEEPIKA BORA","Rajasthan","Bikaner"
"1207","ABHAY KE SAATH","MPHIN/2023/84894","08-06-2023","Hindi","Weekly","SHEKHAR SAXENA","SHEKHAR SAXENA","Madhya Pradesh","Bhopal"
"1208","ABHAY KE SAATH","MPHIN/26/A2270","08-04-2026","Hindi","Monthly","SHEKHAR SAXENA","SHEKHAR SAXENA","Madhya Pradesh","Vidisha"
"1209","ABHAY KE SAATH","MPHIN/26/A2104","30-03-2026","Hindi","Monthly","SHEKHAR SAXENA","SHEKHAR SAXENA","Madhya Pradesh","Raisen"
"1210","ABHAY KEERTHI","KARKAN/2016/67301","06-06-2016","Kannada","Fortnightly","S. LOKESH","S LOKESH","Karnataka","Mysore"
"1211","ABHAY KESARI","UPHIN/2012/47776","01-02-2013","Hindi","Weekly","DR. NARENDRA SINGH","DR. NARENDRA SINGH","Uttar Pradesh","Jyotiba Phule Nagar"
"1212","ABHAY MAHIMA NEWS","UPHIN/26/A6842","14-08-2026","Hindi","Monthly","Lallu Ram","Lallu Ram","Uttar Pradesh","Lucknow"
"1213","ABHAY MAIL","MPHIN/2016/71031","17-04-2017","Hindi","Weekly","ABHAY SHARMA","ABHAY SHARMA","Madhya Pradesh","Bhopal"
"1214","ABHAY MARG","GUJGUJ/2016/70003","18-01-2017","Gujarati","Weekly","JOSHI JAYANTIBHAI KARSANBHAI","JOSHI JAYANTIBHAI KARSANBHAI","Gujarat","Patan"
"1215","ABHAY NARI","MPHIN/2014/55363","21-04-2014","Hindi","Monthly","MANJU SHARMA","MANJU SHARMA","Madhya Pradesh","Bhopal"
"1216","ABHAY PATH","CTHIN/26/A5072","15-06-2026","Hindi","Daily","Nikhilesh Singh","Nikhilesh Singh","Chhattisgarh","Raipur"
"1217","ABHAY PATH","CHHHIN/2010/32680","15-09-2011","Hindi","Daily","santosh Kumar tiwari","Nikhilesh Singh","Chhattisgarh","Durg"
"1218","ABHAY PATH","CTHIN/26/A5073","15-06-2026","Hindi","Daily","Nikhilesh Singh","Nikhilesh Singh","Chhattisgarh","Bilaspur"
"1219","ABHAY PATRIKA","HARHIN/2013/53871","06-01-2014","Hindi","Weekly","AMIT GROVER","AMIT GROVER","Haryana","Karnal"
"1220","ABHAY PRAVAH","MPHIN/2013/49464","03-05-2013","Hindi","Weekly","MAHESH ARYA","MAHESH ARYA","Madhya Pradesh","Hoshangabad"
"1221","ABHAY SAMAY","GUJGUJ/2022/84806","05-06-2023","Gujarati","Monthly","AMIT SUBHASH PATIL","AMIT SUBHASH PATIL","Gujarat","Surat"
"1222","ABHAY SAMVAD PATRIKA","WBMUL/2018/75757","26-07-2018","English, Bengali, Hindi","Quarterly","RAJIV BHOWMICK","GAUR VANI TRUST","West Bengal","North 24 Parganas"
"1223","ABHAY SANSAR","UPHIN/2016/66125","10-02-2016","Hindi","Weekly","KAVITA RANI","GYAN BHARATI FOUNDATION","Uttar Pradesh","Moradabad"
"1224","ABHAY SAURASHTRA","GUJGUJ/2021/81058","21-01-2022","Gujarati","Weekly","MAYUR PRADEEPBHAI RAVAL","MAYUR PRADEEPBHAI RAVAL","Gujarat","Rajkot"
"1225","ABHAY UDAN","GUJGUJ/2011/38537","11-08-2011","Gujarati","Daily","AMIT RAJESH KUMAR SHAH","AMITA RAJESHKUMAR SHAH","Gujarat","Ahmedabad"
"1226","ABHAY VARDAN","UPHIN/2002/09959","28-05-2003","Hindi","Weekly","VIDYAKANT SHARMA","VIDYAKANT SHARMA","Uttar Pradesh","Lucknow"
"1227","ABHAY VARDAN","UPHIN/2011/42656","30-05-2012","Hindi","Daily","VIDYAKANT SHARMA","VIDYAKANT SHARMA","Uttar Pradesh","Lucknow"
"1228","ABHAY VICHAR","UPHIN/2013/55956","18-06-2014","Hindi","Daily","RAM KISHOR YADAV","RAM KISHOR YADAV","Uttar Pradesh","Sitapur"
"1229","ABHAY VICHAR","UPHIN/2009/29663","20-11-2009","Hindi","Weekly","RAMKISHOR YADAV","RAM KISHOR YADAV","Uttar Pradesh","Sitapur"
"1230","ABHAY VINAY","MPHIN/2016/69350","16-11-2016","Hindi","Monthly","ABHAY GOSWAMI","ABHAY GOSWAMI","Madhya Pradesh","Bhopal"
"1231","ABHAY WANI","MPHIN/2020/79363","17-02-2021","Hindi","Monthly","Pankaj Sanodiya","PANKAJ SONI","Madhya Pradesh","Narsimhapur"
"1232","ABHAY WANI","MPHIN/26/A1546","16-03-2026","Hindi","Monthly","pankaj sanodiya","pankaj soni","Madhya Pradesh","Bhopal"
"1233","ABHAYA RAJYA","37632","29-12-1998","Marathi","Weekly","MADHUKAR B. BAWANE","MADHUKAR B. BAWANE","Maharashtra","Nagpur"
"1234","ABHAYAM","APTEL/26/A1225","18-02-2026","Telugu","Daily","SAKAMURI SRINIVASULU","SAKAMURI SRINIVASULU","Andhra Pradesh","Krishna"
"1235","ABHAYAM","APTEL/2015/62766","22-06-2015","Telugu","Daily","SAKAMURI SRINIVASULU","SAKAMURI SRINIVASULU","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"1236","ABHAYAM","APTEL/2010/31532","22-03-2010","Telugu","Weekly","SAKAMURI SRINIVASULU","SAKAMURI SRINIVASULU","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"1237","ABHAYDATA TIMES","UPHIN/2014/56440","06-08-2014","Hindi","Weekly","RAM KRISHNA SHARMA","RAM KRISHNA SHARMA","Uttar Pradesh","Bareilly"
"1238","ABHEDHYA PRAHAR","MAHMAR/2018/76306","30-10-2018","Marathi","Weekly","PRAKASH JANARDAN MHATRE","PRAKASH JANARDAN MHATRE","Maharashtra","Raigad"
"1239","ABHEDYA","MAHMAR/2016/75732","25-07-2018","Marathi","Weekly","SATKAR AJINKYA GULAB","SATKAR AJINKYA GULAB","Maharashtra","Pune"
"1240","ABHEESTAM","APTEL/2012/58031","31-10-2014","Telugu","Daily","SAMBAIAH. SETTUPALLI","SAMBAIAH . SETTUPALLI","Andhra Pradesh","Guntur"
"1241","Abhhyam Updates","DLBIL/25/A2061","04-08-2025","Hindi, English","Monthly","Usha Arya","Usha Arya","Delhi","New Delhi"
"1242","ABHI ABHI","72556","29-12-1999","Hindi","Daily","JAGPRAVESH KATARIYA","DAVINDER KUMAR GANDHI","Haryana","Karnal"
"1243","ABHI DUNIYA","MPHIN/2015/65179","08-12-2015","Hindi","Weekly","PRINCE PARAS","PRINCE PARAS","Madhya Pradesh","Bhopal"
"1244","ABHI TAK CRIME TIMES","DELHIN/2007/19981","01-06-2007","Hindi","Weekly","RAJENDER GUPTA","RAJENDER GUPTA","Delhi","New Delhi"
"1245","ABHI TAK INDIA","DELHIN/2011/40017","16-12-2011","Hindi","Monthly","SHOBHA RANI","SHOBHA RANI","Delhi","New Delhi"
"1246","ABHI TAK SUPERFAST NEWS","UPHIN/2014/59197","24-12-2014","Hindi","Weekly","NISHI TIWARI","NISHI TIWARI","Uttar Pradesh","Lucknow"
"1247","ABHI TAK SUPERFAST NEWS","UPHIN/2023/91055","16-07-2025","Hindi","Monthly","NISHI TIWARI","NISHI TIWARI","Uttar Pradesh","Lucknow"
"1248","ABHI TIME NEWS","MPBIL/2013/62704","18-06-2015","English, HINDI","Weekly","ABHISHEK RAGHUVANSHI","ABHISHEK RAGHUVANSHI","Madhya Pradesh","Indore"
"1249","ABHIBHASHAK SANDESH","MPHIN/26/A3872","19-05-2026","Hindi","Quarterly","ARVIND SAHU","ARVIND SAHU","Madhya Pradesh","Bhopal"
"1250","ABHIBHASHAK SANDESH","MPHIN/2022/85544","13-10-2023","Hindi","Monthly","ARVIND SAHU","ARVIND SAHU","Madhya Pradesh","Bhopal"
"1251","ABHIDESHAK","UPHIN/2020/79451","11-02-2021","Hindi","Quarterly","DR. ONKAR NATH DWIVEDI","DR. ONKAR NATH DWIVEDI","Uttar Pradesh","Sultanpur"
"1252","ABHIGRAHSHAKTI","MPHIN/2021/90822","10-06-2025","Hindi","Monthly","RAJESH JAIN","RAJESH JAIN","Madhya Pradesh","Indore"
"1253","ABHIGYANAM","29079","23-09-1975","Hindi","Monthly","MANU BAJPAYEE","KRISHNA BAJPAYEE","Uttar Pradesh","Kanpur Nagar"
"1254","ABHIJAN","33994","22-03-1979","Assamese","Weekly","KRISHNA BARUA","KRISHNA BARUA","Assam","Kamrup Metropolitan"
"1255","ABHIJEET BHARAT","RAJHIN/2016/70537","01-03-2017","Hindi","Daily","GURVINDER SHARMA","GURVINDER SHARMA","Rajasthan","Churu"
"1256","ABHIJEET BHARAT","RAJHIN/2014/58633","29-11-2014","Hindi","Daily","GURVINDER SHARMA","GURVINDER SHARMA","Rajasthan","Hanumangarh"
"1257","ABHIJEET BHARAT","RAJHIN/2013/54499","06-02-2014","Hindi","Weekly","GURVINDER SHARMA","GURVINDER SHARMA","Rajasthan","Hanumangarh"
"1258","ABHIJEET BHARAT","RAJHIN/2016/68250","12-08-2016","Hindi","Daily","GURVINDER SHARMA","GURVINDER SHARMA","Rajasthan","Ganganagar"
"1259","ABHIJEET BHARAT","RAJHIN/2016/70643","03-03-2017","Hindi","Daily","GURVINDER SHARMA","GURVINDER SHARMA","Rajasthan","Bikaner"
"1260","ABHIJEET TIMES","UPHIN/2009/32653","26-11-2013","Hindi","Daily","JAGBEER SRIVASTAVA","JAGBEER SRIVASTAVA","Uttar Pradesh","Sant Kabir Nagar"
"1261","ABHIJEET VARTA","MPHIN/2008/27302","23-03-2009","Hindi","Weekly","ABHIJIT CHAKROBORTY","ABHIJEET CHAKROBORTY","Madhya Pradesh","Bhopal"
"1262","ABHIKARTHA","KARKAN/2013/49667","14-05-2013","Kannada","Fortnightly","N. AMBARISHA","N. AMBARISHA","Karnataka","Chamarajanagar"
"1263","ABHIKATHAN","UPHIN/2015/65552","11-01-2016","Hindi","Weekly","NEERAJ TIWARI","NEERAJ TIWARI","Uttar Pradesh","Kanpur Nagar"
"1264","ABHILASH","WBBEN/2011/39611","16-11-2011","Bengali","Quarterly","SWAMI DHRUBATMANANDA","SREE RAMAKRISHNA PREMA BIHAR","West Bengal","North 24 Parganas"
"1265","ABHILASH TIMES","UPHIN/2011/43667","03-07-2012","Hindi","Weekly","ANITA MAURYA","ANITA MAURYA","Uttar Pradesh","Lucknow"
"1266","ABHILASHA NEWS","APTEL/25/A0479","27-05-2025","Telugu","Daily","Jangam Dasu","Jangam Dasu","Andhra Pradesh","Guntur"
"1267","ABHILASHHA","GUJGUJ/2006/22651","21-01-2008","Gujarati","Weekly","OZA RAJENDRAKUMAR BHANUSHANKAR","MANAGING TRUSTEE GADHADA JIV-DAYA JANKALYAN TRUST","Gujarat","Bhavnagar"
"1268","ABHIMAN BHARAT","MAHHIN/2010/32823","06-07-2010","Hindi","Monthly","SANTOSH KUMAR TIWARI","SANTOSH KUMAR TIWARI","Maharashtra","Mumbai"
"1269","ABHIMAN NEWS","MAHHIN/2012/44557","07-08-2012","Hindi","Weekly","ASHOK KUMAR SHARMA","ASHOK KUMAR SHARMA","Maharashtra","Thane"
"1270","Abhiman Samachar","GJGUJ/25/A0515","28-05-2025","Gujarati","Fortnightly","MUKESHKUMAR KHEMCHANDBHAI SHRIMALI","MUKESHKUMAR KHEMCHANDBHAI SHRIMALI","Gujarat","Ahmedabad"
"1271","ABHIMAN TIMES","MAHMAR/2023/89633","15-10-2024","MARATHI","Weekly","MADHAVI VISHWAS JOSHI","MADHAVI VISHWAS JOSHI","Maharashtra","Pune"
"1272","ABHIMANI","49711","01-01-1991","Tamil","","NA","NA","",""
"1273","ABHIMANYU","GUJGUJ/2008/24906","05-03-2010","Gujarati","Fortnightly","BHIKHUBHAI HABIBBHAI NAYANI","BHIKHUBHAI HABIBBHAI NAYANI","Gujarat","Gandhinagar"
"1274","ABHIMANYU","KARKAN/2001/04951","30-07-2001","KANNADA","Monthly","B. N. RAMESH","B.N.RAMESH","Karnataka","Bengaluru"
"1275","ABHIMANYU BHARAT","MPHIN/25/A5420","30-12-2025","Hindi","Weekly","ANIL LAHANGEER","ANIL LAHANGEER","Madhya Pradesh","Shahdol"
"1276","ABHIMANYU TIMES","UTTHIN/2011/37250","13-05-2011","Hindi","Fortnightly","Saurabh Agarwal","Saurabh Agarwal","Uttarakhand","Udham Singh Nagar"
"1277","ABHIMAT AAPKA","MPHIN/2016/71268","01-05-2017","Hindi","Daily","MEERA GOUTAM","MEERA GOUTAM","Madhya Pradesh","Jabalpur"
"1278","ABHIMAT ASIA","UPHIN/2001/04970","01-01-2001","HINDI","Weekly","RIZWAN PARVEZ","J.A.WARSI","Uttar Pradesh","Etah"
"1279","ABHIMATA","KARKAN/2021/90332","13-12-2024","KANNADA","Fortnightly","K. RAJESH KUMAR","K RAJESH KUMAR","Karnataka","Raichur"
"1280","ABHINANDAN MAIL","UPHIN/2019/78277","19-12-2019","Hindi","Weekly","ANJUM KADRA USMANI","ANJUM KADRA USMANI","Uttar Pradesh","Lakhimpur Kheri"
"1281","ABHINANDAN MORCHA","UPHIN/2020/79782","06-04-2021","Hindi","Daily","NAFEES AHMAD JAFRI","NAFEES AHMAD JAFRI","Uttar Pradesh","Fatehpur"
"1282","ABHINANDAN SAMACHAR","GUJGUJ/2000/03415","30-04-2001","Gujarati","Weekly","ALAMSINGHBHAI D RATHWA","ALAMSINGHBHAI D RATHWA","Gujarat","Vadodara"
"1283","ABHINAV AWAZ","UTTHIN/2015/63711","11-08-2015","Hindi","Weekly","SANJAY BANSAL","SANJAY BANSAL","Uttarakhand","Haridwar"
"1284","ABHINAV BALMANN","UPBIL/2009/33115","02-08-2010","English, HINDI","Quarterly","SANDHYA SHARMA","SANDHYA SHARMA","Uttar Pradesh","Aligarh"
"1285","ABHINAV BHARAT SANDESH","UPHIN/2009/31228","15-03-2010","Hindi","Daily","SHRIKRISHNA TRIPATHI","SHRI KRISHNA TRIPATHI","Uttar Pradesh","Prayagraj"
"1286","ABHINAV BINDU","UPHIN/2023/89571","14-10-2024","HINDI","Monthly","SUSHMA SHARMA","SUSHMA SHARMA","Uttar Pradesh","Lucknow"
"1287","ABHINAV CHARCHA","MPHIN/2015/72234","16-06-2017","Hindi","Monthly","HIRALAL SHARMA","HIRALAL SHARMA","Madhya Pradesh","Ujjain"
"1288","ABHINAV DASHMESH SAMACHAR","RAJHIN/2022/87496","11-06-2024","HINDI","Daily","BHAGWAN DAS  GOSWAMI","BHAGWAN DAS  GOSWAMI","Rajasthan","Hanumangarh"
"1289","ABHINAV EXPRESS","UPHIN/2022/83128","16-01-2023","Hindi","Daily","GEETA SINGH","GEETA SINGH","Uttar Pradesh","Lucknow"
"1290","ABHINAV IMROZ","DELHIN/2012/40913","30-01-2013","Hindi","Monthly","DEVENDER KUMAR BAHL","DEVENDER KUMAR BAHL","Delhi","New Delhi"
"1291","ABHINAV INDIA","HARHIN/2015/64154","15-09-2015","Hindi","Weekly","DHARMENDER KAUSHIK","DHARMENDER KAUSHIK","Haryana","Mewat"
"1292","ABHINAV KHANDESH","MAHMAR/2009/34045","20-10-2010","Marathi","Weekly","PRABHAKAR BABULAL SURYAWANSHI","PRABHAKAR BABULAL SURYAWANSHI","Maharashtra","Dhule"
"1293","ABHINAV KRISHI","RAJHIN/2021/81869","30-08-2022","Hindi","Quarterly","DR. S.K. JAIN","DIRECTOR, DIRECTORATE OF EXTENSION EDUCATION, AGRICULTURE UNIVERSITY, KOTA","Rajasthan","Kota"
"1294","ABHINAV MAHARAJGANJ","UPHIN/2018/76788","30-01-2019","Hindi","Monthly","BALGOVIND VERMA","BALGOVIND VERMA","Uttar Pradesh","Mahrajganj"
"1295","ABHINAV MARATHI","MAHMAR/2023/87536","19-06-2024","MARATHI","Weekly","KIRTIRAJ ANNDARAO JADHAV","KIRTIRAJ ANNDARAO JADHAV","Maharashtra","Kolhapur"
"1296","ABHINAV MEEMANSA","UPHIN/2023/84884","07-06-2023","Hindi","Monthly","VIVEK PANDEY","VIVEK PANDEY","Uttar Pradesh","Lucknow"
"1297","ABHINAV MEEMANSA","UPHIN/2010/36083","10-03-2011","Hindi","Quarterly","VIVEK PANDEY","VIVEK PANDEY","Uttar Pradesh","Lucknow"
"1298","ABHINAV PAHAL","CTHIN/26/A2704","17-04-2026","Hindi","Daily","Devendra Chandravanshi","Devendra Chandravanshi","Chhattisgarh","Raipur"
"1299","ABHINAV POST","UPHIN/2020/79906","05-07-2021","Hindi","Monthly","SUNITA GUPTA","SUNITA GUPTA","Uttar Pradesh","Lucknow"
"1300","ABHINAV PRABHA","BIHHIN/2016/67367","06-06-2016","Hindi","Monthly","VALMIKI VIMAL","VALMIKI VIMAL","Bihar","Muzaffarpur"
"1301","ABHINAV PRAGYADEEP","MPHIN/2014/58399","19-11-2014","Hindi","Monthly","MOHANLAL GUPTA","MOHANLAL GUPTA","Madhya Pradesh","Bhopal"
"1302","ABHINAV PRAKASH","UPHIN/2011/36706","08-04-2011","Hindi","Monthly","JAI PRAKASH PATHAK","JAI PRAKASH PATHAK","Uttar Pradesh","Lucknow"
"1303","ABHINAV RAJASTHAN","RAJHIN/2004/14162","21-03-2005","Hindi","Fortnightly","DHEERAJ GUPTA TEJ","DHEERAJ GUPTA TEJ","Rajasthan","Kota"
"1304","ABHINAV SAMBODHAN","RAJHIN/2017/76922","01-03-2019","Hindi","Quarterly","MADHU SUDAN PANDYA","MADHU SUDAN PANDYA","Rajasthan","Udaipur"
"1305","ABHINAV SHABD PRAVAH","MPHIN/2015/66032","06-02-2016","Hindi","Quarterly","SANDEEP JAIN","SHABD PRAVAH SAHITYA MANCH UJJAIN","Madhya Pradesh","Ujjain"
"1306","ABHINAV SURAT","GUJGUJ/2021/80509","25-11-2021","Gujarati","Weekly","PRAKASH MAGANBHAI PATEL","PRAKASH MAGANBHAI PATEL","Gujarat","Surat"
"1307","ABHINAV TODAY","MPHIN/2021/83466","05-04-2023","Hindi","Daily","JAYVEER SINGH","JAYVEER SINGH","Madhya Pradesh","Morena"
"1308","ABHINAV UTTARAKHAND","UTTHIN/2012/46514","22-11-2012","Hindi","Monthly","BHUWAN CHANDRA TIWARI","BHUWAN CHANDRA TIWARI","Uttarakhand","Nainital"
"1309","ABHINAV VIMARSH","MPHIN/2013/56155","07-07-2014","Hindi","Half Yearly","MAYA DUBEY","MAYA DUBEY","Madhya Pradesh","Bhopal"
"1310","ABHINAV YOGA","UPHIN/2020/79907","05-07-2021","Hindi","Monthly","SUNITA GUPTA","SUNITA GUPTA","Uttar Pradesh","Lucknow"
"1311","ABHINAVA DHANVANTARI","KERENG/2014/65720","21-01-2016","English","Quarterly","M. MURALEEDHARAN","M. MURALEEDHARAN","Kerala","Thrissur"
"1312","ABHINAVA KRANTHI","APTEL/2022/81948","02-09-2022","Telugu","Monthly","P BHUVANESWARI","P BHUVANESWARI","Andhra Pradesh","Kurnool"
"1313","ABHINAY TRIPURA","TRIBEN/2008/26396","06-09-2011","Bengali","Half Yearly","MUNMUN GHATAK","MUNMUN GHATAK","Tripura","West Tripura"
"1314","ABHINAYA","TELTEL/2004/12589","31-05-2004","Telugu","Monthly","G.SRINIVAS RAO","G.SRINIVAS RAO","Telangana","Hyderabad"
"1315","ABHINEET","MAHMAR/2011/40732","27-08-2012","Marathi","Monthly","GIRISH VISHNU KULKARNI","ASHA FOUNDATION","Maharashtra","Jalgaon"
